dataset,model,strategy,time_seconds,vram_peak_gb,cpu_ram_delta_gb,cached
mage,llada_8b_base,score,4144.703459739685,0.0,0.5251846313476562,False
mage,llada_8b_base,pawn,36969.720861673355,0.0,0.01338958740234375,False
mage,llada_8b_base,embedding,3617.526258468628,0.0,0.306304931640625,False
mage,llada_8b_base,zero_shot,3695.6863067150116,0.0,0.0,False
mage,gpt2,score,336.0570294857025,6.660646915435791,0.00385284423828125,False
mage,gpt2,pawn,347.7227318286896,3.4705810546875,0.00262451171875,False
mage,gpt2,embedding,333.6630344390869,3.0043845176696777,0.048015594482421875,False
mage,gpt2,zero_shot,322.3923363685608,3.0049095153808594,-0.0744171142578125,False
mage,llama2_7b,score,1434.3582847118378,0.0,0.014568328857421875,False
mage,llama2_7b,pawn,1440.6196026802063,0.0,0.00046539306640625,False
mage,llama2_7b,embedding,1431.1610848903656,0.0,8.392333984375e-05,False
mage,llama2_7b,zero_shot,1449.1714217662811,0.0,-0.24396514892578125,False
mage,llama3_1_8b,score,1486.2491102218628,0.0,0.000209808349609375,False
mage,llama3_1_8b,pawn,1515.046142578125,0.0,0.0,False
mage,llama3_1_8b,embedding,1481.472680568695,0.0,0.15259170532226562,False
mage,llama3_1_8b,zero_shot,1500.3664889335632,0.0,-0.24414443969726562,False
mage,gpt3_proxy,score,607.1218872070312,0.0,0.00162506103515625,False
mage,gpt3_proxy,pawn,619.0657029151917,0.0,0.0001678466796875,False
mage,gpt3_proxy,embedding,605.1597108840942,0.0,0.0,False
mage,gpt3_proxy,zero_shot,599.95445728302,0.0,0.0,False
mage,bert,score,79.11720108985901,5.661909580230713,0.000774383544921875,False
mage,bert,pawn,85.8860855102539,6.202013969421387,0.0,False
mage,bert,embedding,78.43842911720276,5.661909580230713,0.0,False
mage,bert,zero_shot,60.12228441238403,5.662346363067627,0.000782012939453125,False
mage,roberta,score,80.96486568450928,5.827264308929443,0.000762939453125,False
mage,roberta,pawn,91.90262031555176,6.7958760261535645,0.0001068115234375,False
mage,roberta,embedding,78.6104245185852,5.827264308929443,3.814697265625e-06,False
mage,roberta,zero_shot,63.020105600357056,5.828322410583496,0.0,False
mage,modernbert,score,146.42119908332825,5.990339279174805,0.016475677490234375,False
mage,modernbert,pawn,150.49280261993408,6.903497695922852,0.000507354736328125,False
mage,modernbert,embedding,129.3608043193817,5.990339279174805,0.000186920166015625,False
mage,modernbert,zero_shot,103.80369591712952,5.989126682281494,0.0001220703125,False
